sentences,labels
"It focuses on foreign and independent films and has distributed various commercially successful film series , including The Twilight Saga and Step Up ( both partially , via the firm 's 2012 acquisition of two franchise 's distributor Summit Entertainment ; the latter has distributed by <e2> Disney </e2> 's <e1> Touchstone Pictures </e1> since its first film ) , The Hunger Games , Rambo , Divergent , The Punisher ( prior to Marvel Studios acquiring its rights back in 2013 ) , John Wick , Saw , Hostel , The Expendables , Sinister , Madea , Blair Witch , and Now You See Me .",parent organization
<e1> Mayland Community College </e1> is located in the Appalachian Mountains of western North Carolina in the town of <e2> Spruce Pine </e2> .,located in the administrative territorial entity
Mayland Community College is located in the Appalachian Mountains of western <e2> North Carolina </e2> in the town of <e1> Spruce Pine </e1> .,located in the administrative territorial entity
"The college also operates learning centers in <e1> Newland </e1> , <e2> NC </e2> and in Burnsville , NC .",located in the administrative territorial entity
"The college also operates learning centers in Newland , <e2> NC </e2> and in <e1> Burnsville </e1> , NC .",located in the administrative territorial entity
"<e1> Mayland Community College </e1> was first chartered as Mayland Technical Institute in <e2> February 1970 </e2> by the General Assembly of North Carolina upon recommendations by the State Board of Education , the Advisory Budget Commission , and Governor Robert W. Scott .",inception
"<e1> Berthe Marie Pauline Morisot </e1> (; <e2> January 14 , 1841 </e2>   – March 2 , 1895 ) was a painter and a member of the circle of painters in Paris who became known as the Impressionists .",date of birth
"<e1> Berthe Marie Pauline Morisot </e1> (; January 14 , 1841   – <e2> March 2 , 1895 </e2> ) was a painter and a member of the circle of painters in Paris who became known as the Impressionists .",date of death
"She was married to <e1> Eugène Manet </e1> , the brother of her friend and colleague <e2> Édouard Manet </e2> .",sibling
"She was married to <e2> Eugène Manet </e2> , the brother of her friend and colleague <e1> Édouard Manet </e1> .",sibling
"The <e1> Little Falls Township Public Schools </e1> is a community public school district that serves students in kindergarten through eighth grade from Little Falls , in Passaic County , <e2> New Jersey </e2> , United States .",located in the administrative territorial entity
"The <e1> Little Falls Township Public Schools </e1> is a community public school district that serves students in kindergarten through eighth grade from Little Falls , in Passaic County , New Jersey , <e2> United States </e2> .",country
"The Little Falls Township Public Schools is a community public school district that serves students in kindergarten through eighth grade from Little Falls , in <e1> Passaic County </e1> , <e2> New Jersey </e2> , United States .",located in the administrative territorial entity
"The Little Falls Township Public Schools is a community public school district that serves students in kindergarten through eighth grade from Little Falls , in <e1> Passaic County </e1> , New Jersey , <e2> United States </e2> .",country
"The Little Falls Township Public Schools is a community public school district that serves students in kindergarten through eighth grade from Little Falls , in <e2> Passaic County </e2> , <e1> New Jersey </e1> , United States .",contains administrative territorial entity
"The Little Falls Township Public Schools is a community public school district that serves students in kindergarten through eighth grade from Little Falls , in Passaic County , <e1> New Jersey </e1> , <e2> United States </e2> .",country
"The Little Falls Township Public Schools is a community public school district that serves students in kindergarten through eighth grade from Little Falls , in Passaic County , <e1> New Jersey </e1> , <e2> United States </e2> .",located in the administrative territorial entity
"The Little Falls Township Public Schools is a community public school district that serves students in kindergarten through eighth grade from Little Falls , in Passaic County , <e2> New Jersey </e2> , <e1> United States </e1> .",contains administrative territorial entity
"The Little Falls Township Public Schools is a community public school district that serves students in kindergarten through eighth grade from <e1> Little Falls </e1> , in <e2> Passaic County </e2> , New Jersey , United States .",located in the administrative territorial entity
"The Little Falls Township Public Schools is a community public school district that serves students in kindergarten through eighth grade from <e1> Little Falls </e1> , in Passaic County , New Jersey , <e2> United States </e2> .",country
"This minivet is found in tropical southern <e2> Asia </e2> from <e1> India </e1> to southern China , Indonesia , and the Philippines .",part of
"This minivet is found in tropical southern <e2> Asia </e2> from <e1> India </e1> to southern China , Indonesia , and the Philippines .",continent
"This minivet is found in tropical southern <e2> Asia </e2> from India to southern <e1> China </e1> , Indonesia , and the Philippines .",continent
"This minivet is found in tropical southern <e2> Asia </e2> from India to southern <e1> China </e1> , Indonesia , and the Philippines .",part of
"This minivet is found in tropical southern <e2> Asia </e2> from India to southern China , <e1> Indonesia </e1> , and the Philippines .",continent
"This minivet is found in tropical southern <e2> Asia </e2> from India to southern China , <e1> Indonesia </e1> , and the Philippines .",part of
"This minivet is found in tropical southern <e2> Asia </e2> from India to southern China , Indonesia , and the <e1> Philippines </e1> .",continent
"Unlike other remains assigned to the family <e2> Thylacosmilidae </e2> ( a group of metatherian predators equipped with "" saber teeth "" ) that had been found previously , Anachlysictis is the first record of such borhyaenoids in northern South America , and also most primitive and ancient in the family ( in fact , is the first confirmed record that did not belong to the genus <e1> Thylacosmilus </e1> , until the official publication of Patagosmilus in 2010 ) .",parent taxon
"Unlike other remains assigned to the family <e2> Thylacosmilidae </e2> ( a group of metatherian predators equipped with "" saber teeth "" ) that had been found previously , <e1> Anachlysictis </e1> is the first record of such borhyaenoids in northern South America , and also most primitive and ancient in the family ( in fact , is the first confirmed record that did not belong to the genus Thylacosmilus , until the official publication of Patagosmilus in 2010 ) .",parent taxon
"Unlike other remains assigned to the family <e2> Thylacosmilidae </e2> ( a group of metatherian predators equipped with "" saber teeth "" ) that had been found previously , Anachlysictis is the first record of such borhyaenoids in northern South America , and also most primitive and ancient in the family ( in fact , is the first confirmed record that did not belong to the genus Thylacosmilus , until the official publication of <e1> Patagosmilus </e1> in 2010 ) .",parent taxon
"This species was found in the Villavieja Formation in the area of <e1> La Venta </e1> in <e2> Colombia </e2> , a famous fossil deposit in the Middle Miocene ( Laventan ; 13.8 - 11.8 million years ago ) , based on fragments that include a front portion of the lower jaw , with an incipient molar tooth and a piece of carnassial from the front of the maxilla .",country
"This species was found in the <e1> Villavieja Formation </e1> in the area of La Venta in <e2> Colombia </e2> , a famous fossil deposit in the Middle Miocene ( Laventan ; 13.8 - 11.8 million years ago ) , based on fragments that include a front portion of the lower jaw , with an incipient molar tooth and a piece of carnassial from the front of the maxilla .",country
"The , sometimes known as the <e1> Japanese Revolution </e1> , was a civil war in <e2> Japan </e2> , fought from 1868 to 1869 between forces of the ruling Tokugawa shogunate and those seeking to return political power to the Imperial Court .",location
"The , sometimes known as the <e1> Japanese Revolution </e1> , was a civil war in Japan , fought from <e2> 1868 </e2> to 1869 between forces of the ruling Tokugawa shogunate and those seeking to return political power to the Imperial Court .",start time
"The , sometimes known as the <e1> Japanese Revolution </e1> , was a civil war in Japan , fought from 1868 to 1869 between forces of the ruling <e2> Tokugawa shogunate </e2> and those seeking to return political power to the Imperial Court .",participant
"The , sometimes known as the Japanese Revolution , was a civil war in <e2> Japan </e2> , fought from 1868 to 1869 between forces of the ruling Tokugawa shogunate and those seeking to return political power to the <e1> Imperial Court </e1> .",country
"Nestled above a creek sculpted ravine across from the even less negotiable sides of Broad Mountain the flanks above Nesquehoning Creek reach a sharp bend cut by the water gap of the Lehigh River and merge with the ridge of Pisgah Ridge to the south into a common terminal mountain , Mount Pisgah within sight of the Southern Poconos in a region once touted as "" The Switzerland of America "" along the eastern edge of the Southern Anthracite Region , all several ridge lines north of the escarpment <e1> Blue Mountain Ridge </e1> , <e2> Pennsylvania </e2> .",located in the administrative territorial entity
in part providing the source waters for Nesquehoning Creek a tributary of the <e1> Lehigh River </e1> in the Poconos of eastern Pennsylvania in the <e2> United States </e2> .,country
in part providing the source waters for Nesquehoning Creek a tributary of the Lehigh River in the Poconos of eastern <e1> Pennsylvania </e1> in the <e2> United States </e2> .,located in the administrative territorial entity
in part providing the source waters for Nesquehoning Creek a tributary of the Lehigh River in the Poconos of eastern <e1> Pennsylvania </e1> in the <e2> United States </e2> .,country
in part providing the source waters for <e1> Nesquehoning Creek </e1> a tributary of the <e2> Lehigh River </e2> in the Poconos of eastern Pennsylvania in the United States .,mouth of the watercourse
in part providing the source waters for <e1> Nesquehoning Creek </e1> a tributary of the Lehigh River in the Poconos of eastern Pennsylvania in the <e2> United States </e2> .,country
